time,temperature_2m_max,temperature_2m_min,sunshine_duration,rain_sum,precipitation_probability_max,wind_speed_10m_max,et0_fao_evapotranspiration
22-11-2023,25,14,34528.3,0,0,7.4,2.8
23-11-2023,25.6,12.6,32572.12,0,0,3.7,2.63
24-11-2023,25.2,12.9,33080.29,0,0,6.2,2.67
25-11-2023,23.9,12.4,33515.11,0,0,4.7,2.31
26-11-2023,25.1,13.9,25716.24,0,0,5.8,2.33
27-11-2023,22.8,16,7357.41,0.1,61,8.9,1.4
28-11-2023,21.6,15.4,20292.26,0,87,6.5,1.53
29-11-2023,24.1,14.5,32999.82,0,0,5.1,2.14
30-11-2023,23.6,15.8,32493.98,0,55,6.6,2.11
01-12-2023,23.3,15.3,33322.19,0,4,6.4,2.22
02-12-2023,24,14.4,33558.91,0,0,6.5,2.43
03-12-2023,24.4,12,29017.73,0,0,4.9,2.22
04-12-2023,24.4,15.6,32570.41,0,0,8.7,2.41
05-12-2023,23.9,12.6,34096.53,0,0,7.8,2.59
06-12-2023,24,11.8,34038.28,0,0,4.6,2.47
07-12-2023,24.3,12,34041.96,0,0,6.6,2.4
08-12-2023,24.7,11.8,34111.73,0,0,6.6,2.57
09-12-2023,24.1,10.8,34121.46,0,0,7.4,2.57
10-12-2023,23.2,10.3,34133.01,0,0,10.3,2.57
11-12-2023,22.9,8.7,34146.32,0,0,3.4,2.35
12-12-2023,22.6,9.2,34161.32,0,0,5.3,2.34
13-12-2023,23.1,9.3,34165.33,0,0,6.8,2.45
14-12-2023,23.1,8.8,34142.56,0,0,8.6,2.5
15-12-2023,22.7,7.3,32636.96,0,0,5.8,2.36
16-12-2023,22.4,7.3,34104.61,0,0,6.6,2.37
17-12-2023,22.7,7.9,34089.51,0,0,7.4,2.44
18-12-2023,22.2,8.5,34077.05,0,0,11.1,2.53
19-12-2023,21.9,9,34067.26,0,0,9.3,2.46
20-12-2023,21.2,8.5,32125.75,0,0,7,2.29
21-12-2023,21.5,8.2,33209.66,0,0,7.3,2.24
22-12-2023,22.1,7.6,29768.01,0,0,5.6,2.15
23-12-2023,21.6,10.3,34055.73,0,0,6.2,2.02
24-12-2023,23.8,9.2,34060.07,0,0,4.6,2.3
25-12-2023,22.6,9.4,34067.62,0,0,8,2.36
26-12-2023,23.1,9.6,34078.05,0,0,6.8,2.27
27-12-2023,22.6,9.8,34091.33,0,0,5.2,2.3
28-12-2023,22.3,9.9,34107.39,0,0,4.2,2.31
29-12-2023,22.6,10.1,34126.19,0,0,4,2.31
30-12-2023,21.7,12.4,25933.01,0,0,5,1.8
31-12-2023,22,12.5,33359.34,0,0,3.7,2.03
01-01-2024,24.3,10,33602.17,0,0,6.6,2.26
02-01-2024,13.9,9.4,31362.96,0,0,3.9,1.57
03-01-2024,14.7,7.9,34105.8,0,0,5.8,1.66
04-01-2024,15.1,7.5,33034.43,0,0,6.6,1.7
05-01-2024,14.7,9.3,16943.84,0,0,7.1,1.04
06-01-2024,14.8,10,30234.69,0,0,5.4,1.42
07-01-2024,15,10.2,31268.96,0,0,5.5,1.31
08-01-2024,15.4,10,31702.71,0,0,5.1,1.73
09-01-2024,15.5,8.2,34418.02,0,0,7.4,1.9
10-01-2024,14.2,7.8,32982.54,0,0,8.4,1.72
11-01-2024,15,7.5,33189.2,0,0,5.9,1.87
12-01-2024,16.9,5,28330,0,0,7.1,2.01
13-01-2024,17,5.5,27136.19,0,0,5.2,1.79
14-01-2024,16.2,4.9,32041.89,0,0,5.5,2.11
15-01-2024,16.3,5.5,30226.51,0,0,4.9,2.09
16-01-2024,17.4,4.8,29616.97,0,0,6.5,2.11
17-01-2024,16.5,5.8,32986.72,0,0,6.3,2
18-01-2024,17.1,5.7,31810.51,0,0,4.3,2.07
19-01-2024,15.3,7.2,32026.47,0,0,6.8,1.95
20-01-2024,14.4,7.3,35139.69,0,0,4.5,1.93
21-01-2024,14.6,5.6,32133.31,0,0,6.9,1.82
22-01-2024,15,7.3,34361.33,0,0,4.7,1.91
23-01-2024,16.4,6.9,35359.55,0,0,4.8,2.09
24-01-2024,16.5,8.3,35436.08,0,0,6,2.27
25-01-2024,16.3,5.7,22769.46,0,0,3.6,2.06
26-01-2024,19.4,7.3,34885.17,0,0,3.6,2.37
27-01-2024,22.3,7.6,35616.93,0,0,9.9,2.97
28-01-2024,20.1,7.8,23102.62,0,0,10.1,2.04
29-01-2024,21.3,10.9,35038.83,0,0,6.8,2.51
30-01-2024,20.4,10.3,28561.5,0,0,3.3,2.22
31-01-2024,17.9,10.4,24386.39,0.5,71,6.6,1.45
01-02-2024,19.9,13.2,27557.28,0,100,11.8,1.5
02-02-2024,18.6,10.5,31713.37,0,6,8.3,2.43
03-02-2024,20,9.2,35483,0,0,6.6,2.1
04-02-2024,19,13.7,22248.21,2.4,100,7.3,1.41
05-02-2024,19.8,14.2,31863.51,0,76,6.9,2.44
06-02-2024,19.3,9,35961.08,0,0,8.2,2.89
07-02-2024,19.5,8.9,34148.5,0,0,14.8,2.89
08-02-2024,20.9,8.6,36025.98,0,0,15,3.43
09-02-2024,22.7,9.2,36021.53,0,0,6.6,3.21
10-02-2024,22,8.8,36016.42,0,0,5.1,3.11
11-02-2024,23.2,9.7,36081.34,0,0,5.2,3.15
12-02-2024,21.6,8.8,32875.7,0,0,5.2,2.45
13-02-2024,22.4,10.3,32797.89,0,0,3.3,2.63
14-02-2024,23.6,11.2,36069.71,0,0,8.2,3.28
15-02-2024,24.9,11.3,36228.84,0,0,7,3.44
16-02-2024,25.4,10.1,36313.14,0,0,6.6,3.55
17-02-2024,25.4,10.3,36349.11,0,0,8.1,3.58
18-02-2024,27.9,12.5,36000,0,0,7.7,3.65
19-02-2024,27,14.9,36436.43,0,3,15.3,3.83
20-02-2024,25.3,15.8,36502.73,0,100,10,2.75
21-02-2024,25.1,14.7,36844.52,0,65,8.7,3.59
22-02-2024,24.2,14.3,33202.66,0.3,0,8.4,3.7
23-02-2024,23.5,11.1,36799.02,0,0,9.7,3.85
24-02-2024,23.4,11,36834.59,0,0,5.8,3.23
25-02-2024,24.5,10.6,36615.05,0,0,8.8,3.71
26-02-2024,24.6,11.9,35554.28,0,0,6.1,3.1
27-02-2024,22,13.3,22783.64,0,10,9,2.57
28-02-2024,24.6,11.5,37756.8,0,0,11.4,3.92
29-02-2024,26.3,12.5,37864.02,0,0,7.1,3.9
01-03-2024,27.3,15,29985.36,0,84,11.1,3.19
02-03-2024,23.5,18.2,14400,0.3,100,18.3,2.58
03-03-2024,24.9,16.9,36845.91,0,100,13.1,3.38
04-03-2024,23.7,12.9,38815.91,0,29,8.1,4.16
05-03-2024,22.5,11,37622.72,0,0,10.3,4.13
06-03-2024,21.2,10.2,35925.61,0,0,7.3,3.15
07-03-2024,25.1,12.1,39524.78,0,0,9.1,4.09
08-03-2024,25.8,12.7,39679.93,0,0,9.2,4.23
09-03-2024,25.5,13,39785.05,0,0,11,4.42
10-03-2024,26.8,12.4,28587.44,0,0,6.4,3.74
11-03-2024,30.2,16.8,38182.02,0,0,6.5,4.4
12-03-2024,29.6,16.6,38574,0,0,8.9,4.63
13-03-2024,29.5,15.8,38066.48,0,0,8.2,3.92
14-03-2024,29.3,17.1,39774.59,0,0,9.4,4.51
15-03-2024,28.3,15.8,40407.82,0,0,11.8,4.95
16-03-2024,28.2,14.5,40124.39,0,0,6,4.43
17-03-2024,28.8,15.1,38704.95,0,0,7.2,4.31
18-03-2024,29.1,15,40720.01,0,0,7.2,4.73
19-03-2024,30,14.9,40824.39,0,0,10.2,4.88
20-03-2024,31.6,15.1,40928.79,0,0,7.9,4.95
21-03-2024,29.8,15.9,40195.39,0,0,12.3,4.31
22-03-2024,32.5,17.7,41137.46,0,0,6.8,4.69
23-03-2024,33.7,19,41241.59,0,0,11.8,5.41
24-03-2024,27.5,20.2,21981.18,0,0,14.2,3.13
25-03-2024,33.1,17.8,41449.09,0,0,13,5.25
26-03-2024,33.8,18.6,38579.35,0,0,9,4.59
27-03-2024,36.2,21,40294.99,0,0,13.6,5.08
28-03-2024,36.9,22.5,35947.71,0,0,10.9,4.84
29-03-2024,36,22.2,35581.6,0,77,7.4,4.97
30-03-2024,34.1,21.8,41960.38,0,56,14.3,5.19
31-03-2024,35.3,21.8,42060.83,0,0,13.6,5.97
01-04-2024,30.9,19.8,42160.51,0,0,11.9,5.14
02-04-2024,32.5,17.6,41092.37,0,0,12.2,5.52
03-04-2024,35.4,20.3,42357.8,0,0,8.6,5.62
04-04-2024,36.2,22.1,41077.66,0,0,10.2,6.13
05-04-2024,35.6,21.8,23446.34,0,0,10,4.63
06-04-2024,35.4,20.5,42538.79,0,0,11.5,6.09
07-04-2024,34.4,21,42571.15,0,0,10.7,6.33
08-04-2024,36.6,19.4,42603.48,0,0,12.9,6.29
09-04-2024,37.8,20.7,42635.77,0,0,9.2,5.87
10-04-2024,38,18.8,42668.04,0,0,8.6,5.89
11-04-2024,37.1,21.2,42700.32,0,0,7.4,5.66
12-04-2024,37.6,21.4,42732.59,0,0,6.8,5.52
13-04-2024,37.1,24.1,34816.94,0,0,11.4,5.76
14-04-2024,32.4,22.2,23705.02,0,3,9.7,4.19
15-04-2024,33,23.7,11739.69,0,32,6.8,3.39
16-04-2024,35,24.4,35720.32,0,4,15.6,6.39
17-04-2024,35.8,21.9,42971.04,0,0,17.5,7.82
18-04-2024,38.3,24,42927.09,0,0,11.4,7.25
19-04-2024,37.6,26,42812.21,0,3,14,6.4
20-04-2024,37,23.2,43214.2,0,0,10.2,6.66
21-04-2024,36.7,24.6,43081.61,0,6,11.2,6.48
22-04-2024,36.4,24.2,43193.82,0,61,10.5,6.49
23-04-2024,35.6,24.3,43311.43,0,77,10.8,5.94
24-04-2024,37.6,21.3,43525.59,0,0,11.4,6.39
25-04-2024,39.4,23.5,43561.64,0,0,13.3,7.04
26-04-2024,40,24.6,40622.79,0,0,9.4,5.83
27-04-2024,38.4,24.1,43200,0,16,11.2,6.35
28-04-2024,37.8,24.1,38385.18,0,0,9.4,5.43
29-04-2024,37.1,24.9,41200.43,0,0,11.2,5.33
30-04-2024,37,21.9,43817.7,0,0,11.4,7.24
01-05-2024,34,20.8,44252.95,0,0,13.7,7.52
02-05-2024,36.2,20.3,44483.62,0,0,10.8,7.08
03-05-2024,38.8,22.5,39576.82,0,0,12.4,7.07
04-05-2024,41.3,25.9,36000,0,0,8.9,6.37
05-05-2024,41.4,26.8,43200,0,0,10.2,6.93
06-05-2024,41.2,26.2,44649.52,0,0,10.5,7.34
07-05-2024,41.6,26.3,43708.78,0,0,9.4,6.48
08-05-2024,39.6,26.3,44310.16,0,0,12.2,6.91
09-05-2024,38.5,26,44193.61,0,0,14.7,6.88
10-05-2024,39.3,27,43455.92,0,0,14.8,6.99
11-05-2024,38,25.6,44450.34,0,48,17.6,6.63
12-05-2024,38,26.6,42693.82,0,16,6.1,5.93
13-05-2024,39.4,28.6,43823.61,0,10,11.2,6.24
14-05-2024,41.2,25.9,45299.79,0,0,11.5,7.3
15-05-2024,41.9,26.7,45331.84,0,0,9,7.11
16-05-2024,42.9,26.3,44473.96,0,0,10.3,7.36
17-05-2024,45,30.3,43290.75,0,0,10.5,6.93
18-05-2024,44.9,30.3,45420.98,0,3,12.5,7.63
19-05-2024,44.7,29.4,45448.32,0,2,13.5,7.66
20-05-2024,44.3,30.5,45430.6,0,0,12,7.48
21-05-2024,43,29.4,43948.21,0,0,9.4,7.1
22-05-2024,42.5,30.1,45311.41,0,0,13.9,7.43
23-05-2024,41.4,30.4,45455.69,0,0,14.3,8.14
24-05-2024,41.5,30.4,45567.09,0,0,12.3,7.28
25-05-2024,43.4,31.1,45587.2,0,0,12.8,7.49
26-05-2024,45.4,29.8,45606.09,0,0,9.9,7.67
27-05-2024,45.5,29.2,45622.69,0,0,10.7,7.78
28-05-2024,46.4,30.4,45640.17,0,0,10,7.64
29-05-2024,47,31.4,39467.3,0,0,11,6.89
30-05-2024,46.1,30.6,45075.05,0,0,10.9,7.88
31-05-2024,45.8,29.5,43802.27,0,0,10.8,7.53
01-06-2024,44.9,29.5,34668.49,0,0,14.3,6.16
02-06-2024,42.9,29.3,41302.94,0,3,9.1,7.11
03-06-2024,44.1,31.6,45229.54,0,0,13.4,7.91
04-06-2024,43.9,30.1,45718.5,0,32,10.3,7.35
05-06-2024,44.6,31.5,44517.76,0,45,11.9,7.44
06-06-2024,42.1,28.3,45666.79,0,55,14.9,7.41
07-06-2024,42.1,28.3,45668.88,0,55,12.4,7.52
08-06-2024,41.6,29.5,45670.59,0,0,13,8.17
09-06-2024,42.3,29.3,45755.06,0,0,12.7,8.02
10-06-2024,43.8,28.7,45730.75,0,0,13.8,7.84
11-06-2024,44.5,30.1,45385.91,0,0,11.8,7.7
12-06-2024,45,30.8,45673.62,0,0,12.9,7.47
13-06-2024,45,30.8,44668.28,0,0,12.5,7.61
14-06-2024,44.7,33,45099.1,0,0,14.8,8.7
15-06-2024,45.2,32.6,43879.02,0,0,14.8,8.65
16-06-2024,45.4,33.2,45384.71,0,0,13.9,8.65
17-06-2024,46.2,33.1,45097.81,0,0,14.3,8.76
18-06-2024,44.8,34,43955.64,0,0,16,8.48
19-06-2024,43.5,34.2,44811.07,0,71,12.1,7.92
20-06-2024,39.2,29.6,45094.52,0,84,15.7,6.21
21-06-2024,38.1,30,44242.46,0,52,14.8,5.79
22-06-2024,39.1,29.1,43200,0,19,6.2,5.32
23-06-2024,38.6,29.9,43586.89,0,77,10.4,6.01
24-06-2024,37.7,29.8,26304.36,0,61,9.4,4.72
25-06-2024,38.1,29.3,44663.66,0,77,6.4,5.37
26-06-2024,35.6,29.9,25885.85,0,97,11.1,4.4
27-06-2024,32.4,27.4,3667.59,0,55,11.4,2.51
