Date,MaxTemp,MinTemp,sunshine_duration,Rainfall,precipitation_probability_max,wind_speed_10m_max,Evapotranspiration,SoilMoisture_NASA,GW_Extraction_Rate,GW_Availability,Land_Forest_Cover,Land_BuiltUp_Area,Land_Fallow,SoilMoisture_Actual,AvgTemp
2023-03-28,30.1,17.3,40857.55,0.0,0,9.6,4.85,,100.7695183,2414.96,0.68,62.59,5.44,,23.700000000000003
2023-03-29,31.8,18.3,38767.33,0.0,0,4.1,4.03,,100.7695183,2414.96,0.68,62.59,5.44,,25.05
2023-03-30,31.8,19.1,28528.38,0.0,48,12.8,4.63,,100.7695183,2414.96,0.68,62.59,5.44,,25.450000000000003
2023-03-31,24.5,18.0,20800.2,0.8,97,11.3,3.04,,100.7695183,2414.96,0.68,62.59,5.44,,21.25
2023-04-01,26.8,17.0,39339.09,0.4,87,6.0,3.63,,100.7695183,2414.96,0.68,62.59,5.44,,21.9
2023-04-02,28.5,16.7,42185.88,0.0,83,11.4,4.61,,100.7695183,2414.96,0.68,62.59,5.44,,22.6
2023-04-03,31.4,19.1,42286.45,0.0,9,6.4,4.91,,100.7695183,2414.96,0.68,62.59,5.44,,25.25
2023-04-04,29.7,17.6,42386.37,0.0,71,9.4,4.96,,100.7695183,2414.96,0.68,62.59,5.44,,23.65
2023-04-05,31.3,18.4,42480.53,0.0,0,8.2,5.41,,100.7695183,2414.96,0.68,62.59,5.44,,24.85
2023-04-06,31.5,17.9,42512.96,0.0,32,9.1,5.66,,100.7695183,2414.96,0.68,62.59,5.44,,24.7
2023-04-07,32.7,18.2,42545.48,0.0,0,9.3,6.06,,100.7695183,2414.96,0.68,62.59,5.44,,25.450000000000003
2023-04-08,33.3,18.7,42578.08,0.0,0,8.1,6.02,,100.7695183,2414.96,0.68,62.59,5.44,,26.0
2023-04-09,34.5,17.5,42610.66,0.0,0,9.3,5.99,,100.7695183,2414.96,0.68,62.59,5.44,,26.0
2023-04-10,34.7,17.8,42643.22,0.0,0,8.0,5.36,,100.7695183,2414.96,0.68,62.59,5.44,,26.25
2023-04-11,37.1,20.4,42675.77,0.0,0,11.8,6.54,,100.7695183,2414.96,0.68,62.59,5.44,,28.75
2023-04-12,36.5,22.8,38660.01,0.0,0,12.9,6.23,,100.7695183,2414.96,0.68,62.59,5.44,,29.65
2023-04-13,38.9,22.3,42740.85,0.0,0,10.3,6.56,,100.7695183,2414.96,0.68,62.59,5.44,,30.6
2023-04-14,39.3,22.8,42773.39,0.0,0,9.1,6.25,,100.7695183,2414.96,0.68,62.59,5.44,,31.049999999999997
2023-04-15,40.4,23.6,42805.96,0.0,0,6.5,5.98,,100.7695183,2414.96,0.68,62.59,5.44,,32.0
2023-04-16,39.6,23.3,42838.54,0.0,0,8.4,5.9,,100.7695183,2414.96,0.68,62.59,5.44,,31.450000000000003
2023-04-17,40.2,24.8,42884.43,0.0,0,6.7,5.87,,100.7695183,2414.96,0.68,62.59,5.44,,32.5
2023-04-18,40.5,26.8,42903.81,0.0,6,11.9,6.22,,100.7695183,2414.96,0.68,62.59,5.44,,33.65
2023-04-19,37.4,24.6,39600.0,0.0,29,15.1,5.85,,100.7695183,2414.96,0.68,62.59,5.44,,31.0
2023-04-20,34.5,23.9,36685.62,0.0,10,16.3,5.9,,100.7695183,2414.96,0.68,62.59,5.44,,29.2
2023-04-21,35.1,22.5,43002.01,0.0,3,11.9,5.96,,100.7695183,2414.96,0.68,62.59,5.44,,28.8
2023-04-22,35.4,23.3,43256.7,0.0,0,12.9,6.46,,100.7695183,2414.96,0.68,62.59,5.44,,29.35
2023-04-23,31.9,22.3,37864.03,0.0,0,9.4,5.71,,100.7695183,2414.96,0.68,62.59,5.44,,27.1
2023-04-24,32.0,21.5,43100.71,0.0,0,13.3,6.03,,100.7695183,2414.96,0.68,62.59,5.44,,26.75
2023-04-25,33.6,20.7,40821.46,0.0,0,8.5,6.02,,100.7695183,2414.96,0.68,62.59,5.44,,27.15
2023-04-26,35.2,22.5,32153.75,0.0,0,4.7,4.99,,100.7695183,2414.96,0.68,62.59,5.44,,28.85
2023-04-27,36.4,23.0,36405.58,0.0,13,19.7,5.58,,100.7695183,2414.96,0.68,62.59,5.44,,29.7
2023-04-28,33.5,22.8,40446.12,0.0,90,6.2,4.77,,100.7695183,2414.96,0.68,62.59,5.44,,28.15
2023-04-29,32.6,24.0,27135.07,0.0,100,9.4,4.51,,100.7695183,2414.96,0.68,62.59,5.44,,28.3
2023-04-30,29.5,23.4,30940.71,0.0,96,6.4,4.3,,100.7695183,2414.96,0.68,62.59,5.44,,26.45
2023-05-01,25.1,21.0,22320.82,0.0,100,9.7,2.96,,100.7695183,2414.96,0.68,62.59,5.44,,23.05
2023-05-02,26.5,20.3,39374.45,0.0,94,8.4,3.72,,100.7695183,2414.96,0.68,62.59,5.44,,23.4
2023-05-03,28.7,20.8,23303.66,0.0,77,9.3,3.5,,100.7695183,2414.96,0.68,62.59,5.44,,24.75
2023-05-04,30.9,20.6,43263.29,0.0,51,4.7,5.08,,100.7695183,2414.96,0.68,62.59,5.44,,25.75
2023-05-05,32.6,21.9,41860.28,0.0,0,8.4,5.52,,100.7695183,2414.96,0.68,62.59,5.44,,27.25
2023-05-06,35.7,23.7,44059.29,0.0,26,20.0,6.26,,100.7695183,2414.96,0.68,62.59,5.44,,29.700000000000003
2023-05-07,34.7,24.2,44651.5,0.0,10,9.3,5.83,,100.7695183,2414.96,0.68,62.59,5.44,,29.450000000000003
2023-05-08,35.4,24.0,43469.98,0.0,6,13.4,5.91,,100.7695183,2414.96,0.68,62.59,5.44,,29.7
2023-05-09,36.3,22.0,44915.46,0.0,0,10.9,6.65,,100.7695183,2414.96,0.68,62.59,5.44,,29.15
2023-05-10,36.8,21.6,45127.06,0.0,0,9.7,7.02,,100.7695183,2414.96,0.68,62.59,5.44,,29.2
2023-05-11,38.3,22.9,45064.55,0.0,0,6.9,6.52,,100.7695183,2414.96,0.68,62.59,5.44,,30.599999999999998
2023-05-12,42.3,24.2,45077.44,0.0,0,8.7,6.83,,100.7695183,2414.96,0.68,62.59,5.44,,33.25
2023-05-13,42.0,25.7,45216.05,0.0,0,7.6,6.96,,100.7695183,2414.96,0.68,62.59,5.44,,33.85
2023-05-14,41.1,27.1,40811.73,0.0,0,18.1,7.04,,100.7695183,2414.96,0.68,62.59,5.44,,34.1
2023-05-15,40.8,27.0,45308.81,0.0,0,9.4,7.0,,100.7695183,2414.96,0.68,62.59,5.44,,33.9
2023-05-16,39.4,27.7,45341.25,0.0,0,10.3,7.19,,100.7695183,2414.96,0.68,62.59,5.44,,33.55
2023-05-17,40.3,28.2,45372.28,0.0,68,10.5,7.08,,100.7695183,2414.96,0.68,62.59,5.44,,34.25
2023-05-18,36.6,25.5,44346.64,0.0,87,13.0,6.91,,100.7695183,2414.96,0.68,62.59,5.44,,31.05
2023-05-19,37.9,24.7,45430.03,0.0,0,12.8,7.28,,100.7695183,2414.96,0.68,62.59,5.44,,31.299999999999997
2023-05-20,41.1,25.5,45456.9,0.0,0,10.0,7.26,,100.7695183,2414.96,0.68,62.59,5.44,,33.3
2023-05-21,43.1,26.5,44418.61,0.0,6,10.5,7.13,,100.7695183,2414.96,0.68,62.59,5.44,,34.8
2023-05-22,42.6,29.9,36110.69,0.0,35,21.4,6.87,,100.7695183,2414.96,0.68,62.59,5.44,,36.25
2023-05-23,42.7,28.7,37397.09,0.0,74,26.6,7.18,,100.7695183,2414.96,0.68,62.59,5.44,,35.7
2023-05-24,37.4,27.9,34382.86,0.0,81,16.6,6.46,,100.7695183,2414.96,0.68,62.59,5.44,,32.65
2023-05-25,34.9,24.4,34540.14,0.0,57,15.8,4.93,,100.7695183,2414.96,0.68,62.59,5.44,,29.65
2023-05-26,36.5,23.8,43252.55,0.0,68,11.8,6.07,,100.7695183,2414.96,0.68,62.59,5.44,,30.15
2023-05-27,32.0,23.0,36000.0,0.8,97,17.1,5.34,,100.7695183,2414.96,0.68,62.59,5.44,,27.5
2023-05-28,34.3,25.1,25452.37,0.0,29,11.0,4.59,,100.7695183,2414.96,0.68,62.59,5.44,,29.7
2023-05-29,35.2,24.0,30455.75,0.0,94,15.0,5.1,,100.7695183,2414.96,0.68,62.59,5.44,,29.6
2023-05-30,34.5,24.2,43789.48,0.0,84,16.2,5.33,,100.7695183,2414.96,0.68,62.59,5.44,,29.35
2023-05-31,30.3,22.6,43083.41,0.0,90,11.2,5.17,,100.7695183,2414.96,0.68,62.59,5.44,,26.450000000000003
2023-06-01,32.8,21.8,44227.95,0.0,0,8.0,5.28,,100.7695183,2414.96,0.68,62.59,5.44,,27.299999999999997
2023-06-02,32.9,23.2,43200.0,0.0,23,10.2,5.59,,100.7695183,2414.96,0.68,62.59,5.44,,28.049999999999997
2023-06-03,36.2,25.6,44656.88,0.0,11,8.1,6.44,,100.7695183,2414.96,0.68,62.59,5.44,,30.900000000000002
2023-06-04,35.4,25.8,30442.56,0.0,52,8.7,5.21,,100.7695183,2414.96,0.68,62.59,5.44,,30.6
2023-06-05,38.2,26.7,45716.77,0.0,10,10.0,6.86,,100.7695183,2414.96,0.68,62.59,5.44,,32.45
2023-06-06,39.1,25.5,45722.86,0.0,10,12.1,6.76,,100.7695183,2414.96,0.68,62.59,5.44,,32.3
2023-06-07,38.7,26.0,45727.81,0.0,0,7.9,6.62,,100.7695183,2414.96,0.68,62.59,5.44,,32.35
2023-06-08,40.4,25.2,45525.87,0.0,0,10.6,7.0,,100.7695183,2414.96,0.68,62.59,5.44,,32.8
2023-06-09,41.1,27.6,45240.02,0.0,23,11.3,7.11,,100.7695183,2414.96,0.68,62.59,5.44,,34.35
2023-06-10,42.3,29.0,45385.02,0.0,100,10.6,6.94,,100.7695183,2414.96,0.68,62.59,5.44,,35.65
2023-06-11,39.1,28.4,45529.77,0.0,75,13.7,7.08,,100.7695183,2414.96,0.68,62.59,5.44,,33.75
2023-06-12,40.7,29.1,45530.34,0.0,0,15.0,7.53,,100.7695183,2414.96,0.68,62.59,5.44,,34.900000000000006
2023-06-13,42.4,30.8,45530.51,0.0,16,15.7,8.02,,100.7695183,2414.96,0.68,62.59,5.44,,36.6
2023-06-14,41.5,30.4,45530.35,0.0,0,17.4,8.29,,100.7695183,2414.96,0.68,62.59,5.44,,35.95
2023-06-15,37.8,30.2,43233.75,0.0,42,14.5,6.68,,100.7695183,2414.96,0.68,62.59,5.44,,34.0
2023-06-16,38.1,28.8,45242.27,0.0,32,12.4,6.2,,100.7695183,2414.96,0.68,62.59,5.44,,33.45
2023-06-17,37.0,29.9,37365.35,0.0,81,8.9,4.86,,100.7695183,2414.96,0.68,62.59,5.44,,33.45
2023-06-18,37.1,27.9,42731.08,0.0,94,10.7,5.4,,100.7695183,2414.96,0.68,62.59,5.44,,32.5
2023-06-19,35.0,28.5,23880.87,0.4,71,11.6,3.67,,100.7695183,2414.96,0.68,62.59,5.44,,31.75
2023-06-20,35.8,27.1,40145.37,0.0,48,12.6,5.37,,100.7695183,2414.96,0.68,62.59,5.44,,31.45
2023-06-21,36.1,28.2,43200.0,0.0,90,6.9,4.99,,100.7695183,2414.96,0.68,62.59,5.44,,32.15
2023-06-22,35.8,28.7,34840.14,0.0,74,9.0,4.57,,100.7695183,2414.96,0.68,62.59,5.44,,32.25
2023-06-23,34.8,28.4,2319.16,0.0,10,10.2,3.59,,100.7695183,2414.96,0.68,62.59,5.44,,31.599999999999998
2023-06-24,35.9,29.7,22270.49,0.0,90,13.2,4.14,,100.7695183,2414.96,0.68,62.59,5.44,,32.8
2023-06-25,31.9,27.0,4379.03,8.4,100,7.2,2.14,,100.7695183,2414.96,0.68,62.59,5.44,,29.45
2023-06-26,31.0,26.2,22231.59,0.0,74,6.0,3.22,,100.7695183,2414.96,0.68,62.59,5.44,,28.6
2023-06-27,33.4,27.5,27393.55,0.0,100,5.0,3.46,,100.7695183,2414.96,0.68,62.59,5.44,,30.45
2023-06-28,34.7,27.8,26095.88,0.0,65,10.2,4.22,,100.7695183,2414.96,0.68,62.59,5.44,,31.25
2023-06-29,32.5,27.7,38441.91,0.0,42,9.8,4.28,,100.7695183,2414.96,0.68,62.59,5.44,,30.1
2023-06-30,31.6,27.1,23927.92,0.0,42,9.7,3.56,,100.7695183,2414.96,0.68,62.59,5.44,,29.35
2023-07-01,33.3,26.5,43285.14,0.0,40,9.0,4.87,,100.7695183,2414.96,0.68,62.59,5.44,,29.9
2023-07-02,35.8,26.4,42921.28,0.0,26,6.0,5.4,,100.7695183,2414.96,0.68,62.59,5.44,,31.099999999999998
2023-07-03,36.1,27.9,43200.0,0.0,3,6.3,5.01,,100.7695183,2414.96,0.68,62.59,5.44,,32.0
2023-07-04,35.6,28.5,41655.59,0.0,39,8.6,4.61,,100.7695183,2414.96,0.68,62.59,5.44,,32.05
2023-07-05,33.7,27.9,42101.99,0.0,58,9.8,4.34,,100.7695183,2414.96,0.68,62.59,5.44,,30.8
2023-07-06,32.1,27.0,37752.06,0.0,97,9.1,3.63,,100.7695183,2414.96,0.68,62.59,5.44,,29.55
2023-07-07,31.2,26.4,8396.18,0.0,94,8.9,2.54,,100.7695183,2414.96,0.68,62.59,5.44,,28.799999999999997
2023-07-08,29.4,27.0,4454.23,126.0,100,9.3,2.1,,100.7695183,2414.96,0.68,62.59,5.44,,28.2
2023-07-09,30.6,26.1,5761.7,153.0,100,9.7,1.91,,100.7695183,2414.96,0.68,62.59,5.44,,28.35
2023-07-10,30.8,26.3,7981.88,50.0,100,6.2,2.33,,100.7695183,2414.96,0.68,62.59,5.44,,28.55
2023-07-11,31.7,26.3,19039.82,0.0,100,5.3,2.75,,100.7695183,2414.96,0.68,62.59,5.44,,29.0
2023-07-12,32.3,26.7,32070.54,0.0,77,7.4,3.17,,100.7695183,2414.96,0.68,62.59,5.44,,29.5
2023-07-13,33.2,26.5,38576.52,0.0,90,9.0,3.72,,100.7695183,2414.96,0.68,62.59,5.44,,29.85
2023-07-14,34.1,26.8,32440.9,0.0,81,6.0,3.81,,100.7695183,2414.96,0.68,62.59,5.44,,30.450000000000003
2023-07-15,34.4,27.2,26044.05,0.0,100,6.4,3.63,,100.7695183,2414.96,0.68,62.59,5.44,,30.799999999999997
2023-07-16,32.9,27.0,23366.92,0.0,100,6.2,3.03,,100.7695183,2414.96,0.68,62.59,5.44,,29.95
2023-07-17,33.9,27.5,20652.26,0.0,100,6.6,3.13,,100.7695183,2414.96,0.68,62.59,5.44,,30.7
2023-07-18,32.1,27.3,11678.25,0.0,100,8.6,2.77,,100.7695183,2414.96,0.68,62.59,5.44,,29.700000000000003
2023-07-19,33.8,27.1,30511.46,0.0,81,9.5,3.85,,100.7695183,2414.96,0.68,62.59,5.44,,30.45
2023-07-20,37.7,29.1,42941.52,0.0,52,7.2,5.31,,100.7695183,2414.96,0.68,62.59,5.44,,33.400000000000006
2023-07-21,36.7,29.9,40331.6,0.0,42,9.0,5.41,,100.7695183,2414.96,0.68,62.59,5.44,,33.3
2023-07-22,34.7,29.5,24731.78,0.0,10,10.4,3.97,,100.7695183,2414.96,0.68,62.59,5.44,,32.1
2023-07-23,35.5,28.6,37579.13,0.0,26,11.6,4.7,,100.7695183,2414.96,0.68,62.59,5.44,,32.05
2023-07-24,35.6,29.0,42394.26,0.0,77,11.0,4.61,,100.7695183,2414.96,0.68,62.59,5.44,,32.3
2023-07-25,34.1,27.6,31004.03,0.0,100,9.4,3.78,,100.7695183,2414.96,0.68,62.59,5.44,,30.85
2023-07-26,30.6,27.1,6965.59,0.0,100,7.3,2.38,,100.7695183,2414.96,0.68,62.59,5.44,,28.85
2023-07-27,33.6,27.2,18715.0,0.0,100,5.5,2.94,,100.7695183,2414.96,0.68,62.59,5.44,,30.4
2023-07-28,31.2,27.0,0.0,0.0,99,3.3,2.06,,100.7695183,2414.96,0.68,62.59,5.44,,29.1
2023-07-29,31.6,26.5,21055.84,0.2,97,5.9,2.78,,100.7695183,2414.96,0.68,62.59,5.44,,29.05
2023-07-30,33.6,26.6,41744.28,0.0,58,8.6,4.19,,100.7695183,2414.96,0.68,62.59,5.44,,30.1
2023-07-31,34.5,27.4,42380.95,0.0,100,8.7,4.37,,100.7695183,2414.96,0.68,62.59,5.44,,30.95
2023-08-01,35.9,28.4,43195.86,0.0,3,9.4,5.23,,100.7695183,2414.96,0.68,62.59,5.44,,32.15
2023-08-02,35.0,28.6,32400.0,0.0,13,9.8,4.35,,100.7695183,2414.96,0.68,62.59,5.44,,31.8
2023-08-03,34.5,27.4,31956.65,0.0,81,8.9,4.13,,100.7695183,2414.96,0.68,62.59,5.44,,30.95
2023-08-04,31.7,28.0,676.3,0.0,100,6.4,2.57,,100.7695183,2414.96,0.68,62.59,5.44,,29.85
2023-08-05,33.0,27.7,13992.86,0.0,100,7.3,3.02,,100.7695183,2414.96,0.68,62.59,5.44,,30.35
2023-08-06,35.3,27.9,33525.03,0.0,68,12.2,4.82,,100.7695183,2414.96,0.68,62.59,5.44,,31.599999999999998
2023-08-07,34.5,28.3,41533.03,0.0,3,12.8,5.3,,100.7695183,2414.96,0.68,62.59,5.44,,31.4
2023-08-08,34.0,27.7,35299.91,0.0,0,12.6,5.02,,100.7695183,2414.96,0.68,62.59,5.44,,30.85
2023-08-09,34.7,28.1,39757.95,0.0,3,10.1,5.18,,100.7695183,2414.96,0.68,62.59,5.44,,31.400000000000002
2023-08-10,33.9,28.7,19059.54,0.0,32,7.6,3.85,,100.7695183,2414.96,0.68,62.59,5.44,,31.299999999999997
2023-08-11,35.2,29.0,32482.36,0.0,52,9.6,4.37,,100.7695183,2414.96,0.68,62.59,5.44,,32.1
2023-08-12,35.6,29.3,41351.46,0.0,0,13.7,5.32,,100.7695183,2414.96,0.68,62.59,5.44,,32.45
2023-08-13,34.8,28.6,19079.14,0.0,0,11.6,4.44,,100.7695183,2414.96,0.68,62.59,5.44,,31.7
2023-08-14,33.9,27.8,30594.02,0.0,68,9.1,4.47,,100.7695183,2414.96,0.68,62.59,5.44,,30.85
2023-08-15,34.1,27.3,33234.24,0.0,52,6.6,3.61,,100.7695183,2414.96,0.68,62.59,5.44,,30.700000000000003
2023-08-16,35.1,27.7,42432.42,0.0,45,7.4,4.69,,100.7695183,2414.96,0.68,62.59,5.44,,31.4
2023-08-17,36.1,28.4,43094.97,0.0,29,11.8,5.45,,100.7695183,2414.96,0.68,62.59,5.44,,32.25
2023-08-18,36.1,29.2,37941.07,0.0,6,6.8,5.09,,100.7695183,2414.96,0.68,62.59,5.44,,32.65
2023-08-19,33.7,28.7,42775.42,0.0,6,8.1,3.99,,100.7695183,2414.96,0.68,62.59,5.44,,31.200000000000003
2023-08-20,35.2,28.2,43200.0,0.0,0,8.4,4.84,,100.7695183,2414.96,0.68,62.59,5.44,,31.700000000000003
2023-08-21,36.1,29.1,26385.16,0.0,13,9.2,3.69,,100.7695183,2414.96,0.68,62.59,5.44,,32.6
2023-08-22,33.6,27.3,0.0,0.3,16,7.3,1.89,,100.7695183,2414.96,0.68,62.59,5.44,,30.450000000000003
2023-08-23,28.6,26.8,0.0,1.8,6,14.0,1.22,,100.7695183,2414.96,0.68,62.59,5.44,,27.700000000000003
2023-08-24,34.6,26.3,32779.0,0.0,0,6.2,4.04,,100.7695183,2414.96,0.68,62.59,5.44,,30.450000000000003
2023-08-25,35.1,27.0,42661.9,0.0,0,9.1,5.01,,100.7695183,2414.96,0.68,62.59,5.44,,31.05
2023-08-26,35.0,27.5,40701.01,0.0,0,10.2,4.96,,100.7695183,2414.96,0.68,62.59,5.44,,31.25
2023-08-27,35.4,27.4,42170.46,0.0,0,12.6,5.61,,100.7695183,2414.96,0.68,62.59,5.44,,31.4
2023-08-28,34.6,27.3,41232.93,0.0,0,9.2,5.22,,100.7695183,2414.96,0.68,62.59,5.44,,30.950000000000003
2023-08-29,35.1,28.6,41822.36,0.0,0,11.4,5.27,,100.7695183,2414.96,0.68,62.59,5.44,,31.85
2023-08-30,34.8,28.6,42737.96,0.0,0,10.0,5.13,,100.7695183,2414.96,0.68,62.59,5.44,,31.7
2023-08-31,35.6,28.9,41959.43,0.0,0,7.9,5.0,,100.7695183,2414.96,0.68,62.59,5.44,,32.25
2023-09-01,37.1,29.2,42067.75,0.0,0,9.5,5.31,,100.7695183,2414.96,0.68,62.59,5.44,,33.15
2023-09-02,37.7,28.1,41689.33,0.0,0,12.6,5.79,,100.7695183,2414.96,0.68,62.59,5.44,,32.900000000000006
2023-09-03,37.2,28.0,42469.39,0.0,0,9.4,5.81,,100.7695183,2414.96,0.68,62.59,5.44,,32.6
2023-09-04,36.3,27.3,41969.98,0.0,0,9.0,5.58,,100.7695183,2414.96,0.68,62.59,5.44,,31.799999999999997
2023-09-05,35.9,27.5,41673.9,0.0,0,6.8,5.09,,100.7695183,2414.96,0.68,62.59,5.44,,31.7
2023-09-06,35.0,28.6,36982.83,0.0,87,4.8,3.99,,100.7695183,2414.96,0.68,62.59,5.44,,31.8
2023-09-07,36.5,29.3,40680.3,0.0,52,5.4,4.84,,100.7695183,2414.96,0.68,62.59,5.44,,32.9
2023-09-08,34.7,28.3,39600.0,0.0,13,8.1,4.22,,100.7695183,2414.96,0.68,62.59,5.44,,31.5
2023-09-09,31.0,26.0,13078.05,0.8,97,12.2,2.52,,100.7695183,2414.96,0.68,62.59,5.44,,28.5
2023-09-10,27.2,25.3,2006.52,0.9,97,12.5,1.48,,100.7695183,2414.96,0.68,62.59,5.44,,26.25
2023-09-11,31.4,25.1,40029.66,0.0,84,9.1,3.26,,100.7695183,2414.96,0.68,62.59,5.44,,28.25
2023-09-12,34.2,26.0,40430.21,0.0,3,9.4,4.68,,100.7695183,2414.96,0.68,62.59,5.44,,30.1
2023-09-13,35.0,27.4,40177.75,0.0,6,7.8,4.33,,100.7695183,2414.96,0.68,62.59,5.44,,31.2
2023-09-14,34.5,28.3,22550.69,0.0,39,11.2,3.32,,100.7695183,2414.96,0.68,62.59,5.44,,31.4
2023-09-15,32.8,27.0,36360.41,0.0,100,10.9,3.84,,100.7695183,2414.96,0.68,62.59,5.44,,29.9
2023-09-16,33.2,27.3,28787.35,0.5,55,11.4,3.55,,100.7695183,2414.96,0.68,62.59,5.44,,30.25
2023-09-17,29.9,27.1,4706.5,0.0,100,12.3,2.52,,100.7695183,2414.96,0.68,62.59,5.44,,28.5
2023-09-18,31.9,25.9,30894.95,0.0,91,14.3,3.53,,100.7695183,2414.96,0.68,62.59,5.44,,28.9
2023-09-19,34.7,26.7,39572.73,0.0,74,7.6,4.4,,100.7695183,2414.96,0.68,62.59,5.44,,30.700000000000003
2023-09-20,35.1,27.4,38448.09,0.0,48,5.4,3.7,,100.7695183,2414.96,0.68,62.59,5.44,,31.25
2023-09-21,35.3,26.7,39514.04,0.0,32,6.8,3.88,,100.7695183,2414.96,0.68,62.59,5.44,,31.0
2023-09-22,34.7,26.5,37923.25,0.0,65,6.5,4.12,,100.7695183,2414.96,0.68,62.59,5.44,,30.6
2023-09-23,33.0,27.6,38562.0,0.0,90,6.9,3.63,,100.7695183,2414.96,0.68,62.59,5.44,,30.3
2023-09-24,33.5,26.3,36353.89,0.0,48,7.2,4.02,,100.7695183,2414.96,0.68,62.59,5.44,,29.9
2023-09-25,34.0,25.7,39394.88,0.0,58,5.1,4.39,,100.7695183,2414.96,0.68,62.59,5.44,,29.85
2023-09-26,34.1,26.6,38880.29,0.0,42,7.3,4.29,,100.7695183,2414.96,0.68,62.59,5.44,,30.35
2023-09-27,34.3,25.9,39333.96,0.0,0,9.1,4.78,,100.7695183,2414.96,0.68,62.59,5.44,,30.099999999999998
2023-09-28,33.9,23.4,39351.66,0.0,0,6.1,4.8,,100.7695183,2414.96,0.68,62.59,5.44,,28.65
2023-09-29,33.5,23.0,39271.84,0.0,0,4.7,4.63,,100.7695183,2414.96,0.68,62.59,5.44,,28.25
2023-09-30,34.8,24.2,39240.28,0.0,0,8.7,4.85,,100.7695183,2414.96,0.68,62.59,5.44,,29.5
2023-10-01,34.8,23.7,39208.33,0.0,0,9.6,4.9,,100.7695183,2414.96,0.68,62.59,5.44,,29.25
2023-10-02,34.7,21.9,39175.98,0.0,0,11.2,5.01,,100.7695183,2414.96,0.68,62.59,5.44,,28.3
2023-10-03,33.7,19.9,39143.2,0.0,0,11.7,4.97,,100.7695183,2414.96,0.68,62.59,5.44,,26.8
2023-10-04,34.1,20.9,39109.96,0.0,0,10.7,4.81,,100.7695183,2414.96,0.68,62.59,5.44,,27.5
2023-10-05,34.8,22.0,39076.24,0.0,0,8.9,4.75,,100.7695183,2414.96,0.68,62.59,5.44,,28.4
2023-10-06,35.3,22.3,39042.13,0.0,0,5.2,4.54,,100.7695183,2414.96,0.68,62.59,5.44,,28.799999999999997
2023-10-07,35.6,23.7,39007.7,0.0,0,4.4,4.44,,100.7695183,2414.96,0.68,62.59,5.44,,29.65
2023-10-08,35.8,24.8,38972.93,0.0,0,7.1,4.55,,100.7695183,2414.96,0.68,62.59,5.44,,30.299999999999997
2023-10-09,36.6,26.6,38121.11,0.0,0,8.4,4.25,,100.7695183,2414.96,0.68,62.59,5.44,,31.6
2023-10-10,34.8,25.3,35138.03,0.0,0,7.2,3.69,,100.7695183,2414.96,0.68,62.59,5.44,,30.049999999999997
2023-10-11,34.8,22.7,38866.45,0.0,0,9.0,4.65,,100.7695183,2414.96,0.68,62.59,5.44,,28.75
2023-10-12,33.9,21.3,38830.18,0.0,0,6.9,4.51,,100.7695183,2414.96,0.68,62.59,5.44,,27.6
2023-10-13,35.4,22.3,38793.53,0.0,0,7.6,4.33,,100.7695183,2414.96,0.68,62.59,5.44,,28.85
2023-10-14,35.2,23.7,37967.48,0.0,0,8.2,4.1,,100.7695183,2414.96,0.68,62.59,5.44,,29.450000000000003
2023-10-15,34.0,23.8,32061.94,0.0,0,10.6,4.06,,100.7695183,2414.96,0.68,62.59,5.44,,28.9
2023-10-16,27.1,23.2,15483.26,0.0,94,16.6,2.91,,100.7695183,2414.96,0.68,62.59,5.44,,25.15
2023-10-17,27.3,18.7,29119.15,0.5,97,11.4,2.89,,100.7695183,2414.96,0.68,62.59,5.44,,23.0
2023-10-18,29.8,18.7,38333.61,0.0,0,9.6,4.12,,100.7695183,2414.96,0.68,62.59,5.44,,24.25
2023-10-19,29.4,18.5,38231.42,0.0,0,7.9,3.91,,100.7695183,2414.96,0.68,62.59,5.44,,23.95
2023-10-20,29.7,17.9,38129.81,0.0,0,6.3,3.82,,100.7695183,2414.96,0.68,62.59,5.44,,23.799999999999997
2023-10-21,30.4,17.5,38028.85,0.0,0,5.0,3.8,,100.7695183,2414.96,0.68,62.59,5.44,,23.95
2023-10-22,30.1,17.9,37928.66,0.0,0,5.9,3.71,,100.7695183,2414.96,0.68,62.59,5.44,,24.0
2023-10-23,30.1,19.3,37829.3,0.0,0,7.8,3.83,,100.7695183,2414.96,0.68,62.59,5.44,,24.700000000000003
2023-10-24,30.7,18.2,37730.89,0.0,0,7.9,3.86,,100.7695183,2414.96,0.68,62.59,5.44,,24.45
2023-10-25,30.6,17.2,37633.38,0.0,0,7.8,3.85,,100.7695183,2414.96,0.68,62.59,5.44,,23.9
2023-10-26,31.0,18.0,37535.96,0.0,0,7.6,3.84,,100.7695183,2414.96,0.68,62.59,5.44,,24.5
2023-10-27,30.9,17.7,37438.52,0.0,0,6.4,3.84,,100.7695183,2414.96,0.68,62.59,5.44,,24.299999999999997
2023-10-28,30.2,18.2,31326.32,0.0,0,3.9,2.92,,100.7695183,2414.96,0.68,62.59,5.44,,24.2
2023-10-29,31.8,18.3,37243.91,0.0,0,5.0,3.64,,100.7695183,2414.96,0.68,62.59,5.44,,25.05
2023-10-30,31.8,19.1,37146.93,0.0,0,6.7,3.63,,100.7695183,2414.96,0.68,62.59,5.44,,25.450000000000003
