Date,MaxTemp,MinTemp,sunshine_duration,Rainfall,precipitation_probability_max,wind_speed_10m_max,Evapotranspiration,SoilMoisture_NASA,GW_Extraction_Rate,GW_Availability,Land_Forest_Cover,Land_BuiltUp_Area,Land_Fallow,SoilMoisture_Actual,AvgTemp
2023-10-31,31.0,19.3,37050.28,0.0,0,7.1,3.58,,100.7695183,2414.96,0.68,62.59,5.44,,25.15
2023-11-01,31.2,18.7,36954.09,0.0,0,6.9,3.54,,100.7695183,2414.96,0.68,62.59,5.44,,24.95
2023-11-02,30.6,18.4,36858.43,0.0,0,5.8,3.45,,100.7695183,2414.96,0.68,62.59,5.44,,24.5
2023-11-03,29.7,18.7,36154.75,0.0,0,16.1,3.38,,100.7695183,2414.96,0.68,62.59,5.44,,24.2
2023-11-04,29.3,18.5,36669.15,0.0,0,5.9,3.31,,100.7695183,2414.96,0.68,62.59,5.44,,23.9
2023-11-05,30.0,17.6,34805.23,0.0,0,6.8,3.35,,100.7695183,2414.96,0.68,62.59,5.44,,23.8
2023-11-06,29.3,15.9,35480.71,0.0,0,5.1,3.26,,100.7695183,2414.96,0.68,62.59,5.44,,22.6
2023-11-07,30.2,16.7,36368.86,0.0,0,6.3,3.31,,100.7695183,2414.96,0.68,62.59,5.44,,23.45
2023-11-08,30.2,17.8,36081.09,0.0,0,7.3,3.32,,100.7695183,2414.96,0.68,62.59,5.44,,24.0
2023-11-09,29.7,17.8,35688.39,0.0,0,5.0,3.02,,100.7695183,2414.96,0.68,62.59,5.44,,23.75
2023-11-10,25.3,19.0,28534.55,0.4,45,13.0,2.04,,100.7695183,2414.96,0.68,62.59,5.44,,22.15
2023-11-11,25.0,16.8,34831.54,0.0,21,7.1,2.78,,100.7695183,2414.96,0.68,62.59,5.44,,20.9
2023-11-12,25.9,15.3,35439.71,0.0,0,6.9,2.98,,100.7695183,2414.96,0.68,62.59,5.44,,20.6
2023-11-13,26.0,15.0,33862.97,0.0,0,4.0,2.91,,100.7695183,2414.96,0.68,62.59,5.44,,20.5
2023-11-14,24.6,14.7,23869.78,0.0,0,4.7,2.09,,100.7695183,2414.96,0.68,62.59,5.44,,19.65
2023-11-15,25.6,13.7,35110.41,0.0,0,5.9,2.89,,100.7695183,2414.96,0.68,62.59,5.44,,19.65
2023-11-16,26.4,14.7,34551.05,0.0,0,4.3,2.83,,100.7695183,2414.96,0.68,62.59,5.44,,20.549999999999997
2023-11-17,26.8,14.8,34157.49,0.0,0,4.9,2.71,,100.7695183,2414.96,0.68,62.59,5.44,,20.8
2023-11-18,26.8,15.6,34000.78,0.0,0,5.2,2.48,,100.7695183,2414.96,0.68,62.59,5.44,,21.2
2023-11-19,25.7,16.0,33445.83,0.0,0,6.0,2.68,,100.7695183,2414.96,0.68,62.59,5.44,,20.85
2023-11-20,25.4,13.7,34577.21,0.0,0,6.4,2.8,,100.7695183,2414.96,0.68,62.59,5.44,,19.549999999999997
2023-11-21,25.6,14.2,34468.42,0.0,0,8.4,2.86,,100.7695183,2414.96,0.68,62.59,5.44,,19.9
2023-11-22,25.0,14.0,34528.3,0.0,0,7.4,2.8,,100.7695183,2414.96,0.68,62.59,5.44,,19.5
2023-11-23,25.6,12.6,32572.12,0.0,0,3.7,2.63,,100.7695183,2414.96,0.68,62.59,5.44,,19.1
2023-11-24,25.2,12.9,33080.29,0.0,0,6.2,2.67,,100.7695183,2414.96,0.68,62.59,5.44,,19.05
2023-11-25,23.9,12.4,33515.11,0.0,0,4.7,2.31,,100.7695183,2414.96,0.68,62.59,5.44,,18.15
2023-11-26,25.1,13.9,25716.24,0.0,0,5.8,2.33,,100.7695183,2414.96,0.68,62.59,5.44,,19.5
2023-11-27,22.8,16.0,7357.41,0.1,61,8.9,1.4,,100.7695183,2414.96,0.68,62.59,5.44,,19.4
2023-11-28,21.6,15.4,20292.26,0.0,87,6.5,1.53,,100.7695183,2414.96,0.68,62.59,5.44,,18.5
2023-11-29,24.1,14.5,32999.82,0.0,0,5.1,2.14,,100.7695183,2414.96,0.68,62.59,5.44,,19.3
2023-11-30,23.6,15.8,32493.98,0.0,55,6.6,2.11,,100.7695183,2414.96,0.68,62.59,5.44,,19.700000000000003
2023-12-01,23.3,15.3,33322.19,0.0,4,6.4,2.22,,100.7695183,2414.96,0.68,62.59,5.44,,19.3
2023-12-02,24.0,14.4,33558.91,0.0,0,6.5,2.43,,100.7695183,2414.96,0.68,62.59,5.44,,19.2
2023-12-03,24.4,12.0,29017.73,0.0,0,4.9,2.22,,100.7695183,2414.96,0.68,62.59,5.44,,18.2
2023-12-04,24.4,15.6,32570.41,0.0,0,8.7,2.41,,100.7695183,2414.96,0.68,62.59,5.44,,20.0
2023-12-05,23.9,12.6,34096.53,0.0,0,7.8,2.59,,100.7695183,2414.96,0.68,62.59,5.44,,18.25
2023-12-06,24.0,11.8,34038.28,0.0,0,4.6,2.47,,100.7695183,2414.96,0.68,62.59,5.44,,17.9
2023-12-07,24.3,12.0,34041.96,0.0,0,6.6,2.4,,100.7695183,2414.96,0.68,62.59,5.44,,18.15
2023-12-08,24.7,11.8,34111.73,0.0,0,6.6,2.57,,100.7695183,2414.96,0.68,62.59,5.44,,18.25
2023-12-09,24.1,10.8,34121.46,0.0,0,7.4,2.57,,100.7695183,2414.96,0.68,62.59,5.44,,17.450000000000003
2023-12-10,23.2,10.3,34133.01,0.0,0,10.3,2.57,,100.7695183,2414.96,0.68,62.59,5.44,,16.75
2023-12-11,22.9,8.7,34146.32,0.0,0,3.4,2.35,,100.7695183,2414.96,0.68,62.59,5.44,,15.799999999999999
2023-12-12,22.6,9.2,34161.32,0.0,0,5.3,2.34,,100.7695183,2414.96,0.68,62.59,5.44,,15.9
2023-12-13,23.1,9.3,34165.33,0.0,0,6.8,2.45,,100.7695183,2414.96,0.68,62.59,5.44,,16.200000000000003
2023-12-14,23.1,8.8,34142.56,0.0,0,8.6,2.5,,100.7695183,2414.96,0.68,62.59,5.44,,15.950000000000001
2023-12-15,22.7,7.3,32636.96,0.0,0,5.8,2.36,,100.7695183,2414.96,0.68,62.59,5.44,,15.0
2023-12-16,22.4,7.3,34104.61,0.0,0,6.6,2.37,,100.7695183,2414.96,0.68,62.59,5.44,,14.85
2023-12-17,22.7,7.9,34089.51,0.0,0,7.4,2.44,,100.7695183,2414.96,0.68,62.59,5.44,,15.3
2023-12-18,22.2,8.5,34077.05,0.0,0,11.1,2.53,,100.7695183,2414.96,0.68,62.59,5.44,,15.35
2023-12-19,21.9,9.0,34067.26,0.0,0,9.3,2.46,,100.7695183,2414.96,0.68,62.59,5.44,,15.45
2023-12-20,21.2,8.5,32125.75,0.0,0,7.0,2.29,,100.7695183,2414.96,0.68,62.59,5.44,,14.85
2023-12-21,21.5,8.2,33209.66,0.0,0,7.3,2.24,,100.7695183,2414.96,0.68,62.59,5.44,,14.85
2023-12-22,22.1,7.6,29768.01,0.0,0,5.6,2.15,,100.7695183,2414.96,0.68,62.59,5.44,,14.850000000000001
2023-12-23,21.6,10.3,34055.73,0.0,0,6.2,2.02,,100.7695183,2414.96,0.68,62.59,5.44,,15.950000000000001
2023-12-24,23.8,9.2,34060.07,0.0,0,4.6,2.3,,100.7695183,2414.96,0.68,62.59,5.44,,16.5
2023-12-25,22.6,9.4,34067.62,0.0,0,8.0,2.36,,100.7695183,2414.96,0.68,62.59,5.44,,16.0
2023-12-26,23.1,9.6,34078.05,0.0,0,6.8,2.27,,100.7695183,2414.96,0.68,62.59,5.44,,16.35
2023-12-27,22.6,9.8,34091.33,0.0,0,5.2,2.3,,100.7695183,2414.96,0.68,62.59,5.44,,16.200000000000003
2023-12-28,22.3,9.9,34107.39,0.0,0,4.2,2.31,,100.7695183,2414.96,0.68,62.59,5.44,,16.1
2023-12-29,22.6,10.1,34126.19,0.0,0,4.0,2.31,,100.7695183,2414.96,0.68,62.59,5.44,,16.35
2023-12-30,21.7,12.4,25933.01,0.0,0,5.0,1.8,,100.7695183,2414.96,0.68,62.59,5.44,,17.05
2023-12-31,22.0,12.5,33359.34,0.0,0,3.7,2.03,,100.7695183,2414.96,0.68,62.59,5.44,,17.25
2024-01-01,24.3,10.0,33602.17,0.0,0,6.6,2.26,,100.7695183,2414.96,0.68,62.59,5.44,,17.15
2024-01-02,13.9,9.4,31362.96,0.0,0,3.9,1.57,,100.7695183,2414.96,0.68,62.59,5.44,,11.65
2024-01-03,14.7,7.9,34105.8,0.0,0,5.8,1.66,,100.7695183,2414.96,0.68,62.59,5.44,,11.3
2024-01-04,15.1,7.5,33034.43,0.0,0,6.6,1.7,,100.7695183,2414.96,0.68,62.59,5.44,,11.3
2024-01-05,14.7,9.3,16943.84,0.0,0,7.1,1.04,,100.7695183,2414.96,0.68,62.59,5.44,,12.0
2024-01-06,14.8,10.0,30234.69,0.0,0,5.4,1.42,,100.7695183,2414.96,0.68,62.59,5.44,,12.4
2024-01-07,15.0,10.2,31268.96,0.0,0,5.5,1.31,,100.7695183,2414.96,0.68,62.59,5.44,,12.6
2024-01-08,15.4,10.0,31702.71,0.0,0,5.1,1.73,,100.7695183,2414.96,0.68,62.59,5.44,,12.7
2024-01-09,15.5,8.2,34418.02,0.0,0,7.4,1.9,,100.7695183,2414.96,0.68,62.59,5.44,,11.85
2024-01-10,14.2,7.8,32982.54,0.0,0,8.4,1.72,,100.7695183,2414.96,0.68,62.59,5.44,,11.0
2024-01-11,15.0,7.5,33189.2,0.0,0,5.9,1.87,,100.7695183,2414.96,0.68,62.59,5.44,,11.25
2024-01-12,16.9,5.0,28330.0,0.0,0,7.1,2.01,,100.7695183,2414.96,0.68,62.59,5.44,,10.95
2024-01-13,17.0,5.5,27136.19,0.0,0,5.2,1.79,,100.7695183,2414.96,0.68,62.59,5.44,,11.25
2024-01-14,16.2,4.9,32041.89,0.0,0,5.5,2.11,,100.7695183,2414.96,0.68,62.59,5.44,,10.55
2024-01-15,16.3,5.5,30226.51,0.0,0,4.9,2.09,,100.7695183,2414.96,0.68,62.59,5.44,,10.9
2024-01-16,17.4,4.8,29616.97,0.0,0,6.5,2.11,,100.7695183,2414.96,0.68,62.59,5.44,,11.1
2024-01-17,16.5,5.8,32986.72,0.0,0,6.3,2.0,,100.7695183,2414.96,0.68,62.59,5.44,,11.15
2024-01-18,17.1,5.7,31810.51,0.0,0,4.3,2.07,,100.7695183,2414.96,0.68,62.59,5.44,,11.4
2024-01-19,15.3,7.2,32026.47,0.0,0,6.8,1.95,,100.7695183,2414.96,0.68,62.59,5.44,,11.25
2024-01-20,14.4,7.3,35139.69,0.0,0,4.5,1.93,,100.7695183,2414.96,0.68,62.59,5.44,,10.85
2024-01-21,14.6,5.6,32133.31,0.0,0,6.9,1.82,,100.7695183,2414.96,0.68,62.59,5.44,,10.1
2024-01-22,15.0,7.3,34361.33,0.0,0,4.7,1.91,,100.7695183,2414.96,0.68,62.59,5.44,,11.15
2024-01-23,16.4,6.9,35359.55,0.0,0,4.8,2.09,,100.7695183,2414.96,0.68,62.59,5.44,,11.649999999999999
2024-01-24,16.5,8.3,35436.08,0.0,0,6.0,2.27,,100.7695183,2414.96,0.68,62.59,5.44,,12.4
2024-01-25,16.3,5.7,22769.46,0.0,0,3.6,2.06,,100.7695183,2414.96,0.68,62.59,5.44,,11.0
2024-01-26,19.4,7.3,34885.17,0.0,0,3.6,2.37,,100.7695183,2414.96,0.68,62.59,5.44,,13.35
2024-01-27,22.3,7.6,35616.93,0.0,0,9.9,2.97,,100.7695183,2414.96,0.68,62.59,5.44,,14.95
2024-01-28,20.1,7.8,23102.62,0.0,0,10.1,2.04,,100.7695183,2414.96,0.68,62.59,5.44,,13.950000000000001
2024-01-29,21.3,10.9,35038.83,0.0,0,6.8,2.51,,100.7695183,2414.96,0.68,62.59,5.44,,16.1
2024-01-30,20.4,10.3,28561.5,0.0,0,3.3,2.22,,100.7695183,2414.96,0.68,62.59,5.44,,15.35
2024-01-31,17.9,10.4,24386.39,0.5,71,6.6,1.45,,100.7695183,2414.96,0.68,62.59,5.44,,14.149999999999999
2024-02-01,19.9,13.2,27557.28,0.0,100,11.8,1.5,,100.7695183,2414.96,0.68,62.59,5.44,,16.549999999999997
2024-02-02,18.6,10.5,31713.37,0.0,6,8.3,2.43,,100.7695183,2414.96,0.68,62.59,5.44,,14.55
2024-02-03,20.0,9.2,35483.0,0.0,0,6.6,2.1,,100.7695183,2414.96,0.68,62.59,5.44,,14.6
2024-02-04,19.0,13.7,22248.21,2.4,100,7.3,1.41,,100.7695183,2414.96,0.68,62.59,5.44,,16.35
2024-02-05,19.8,14.2,31863.51,0.0,76,6.9,2.44,,100.7695183,2414.96,0.68,62.59,5.44,,17.0
2024-02-06,19.3,9.0,35961.08,0.0,0,8.2,2.89,,100.7695183,2414.96,0.68,62.59,5.44,,14.15
2024-02-07,19.5,8.9,34148.5,0.0,0,14.8,2.89,,100.7695183,2414.96,0.68,62.59,5.44,,14.2
2024-02-08,20.9,8.6,36025.98,0.0,0,15.0,3.43,,100.7695183,2414.96,0.68,62.59,5.44,,14.75
2024-02-09,22.7,9.2,36021.53,0.0,0,6.6,3.21,,100.7695183,2414.96,0.68,62.59,5.44,,15.95
2024-02-10,22.0,8.8,36016.42,0.0,0,5.1,3.11,,100.7695183,2414.96,0.68,62.59,5.44,,15.4
2024-02-11,23.2,9.7,36081.34,0.0,0,5.2,3.15,,100.7695183,2414.96,0.68,62.59,5.44,,16.45
2024-02-12,21.6,8.8,32875.7,0.0,0,5.2,2.45,,100.7695183,2414.96,0.68,62.59,5.44,,15.200000000000001
2024-02-13,22.4,10.3,32797.89,0.0,0,3.3,2.63,,100.7695183,2414.96,0.68,62.59,5.44,,16.35
2024-02-14,23.6,11.2,36069.71,0.0,0,8.2,3.28,,100.7695183,2414.96,0.68,62.59,5.44,,17.4
2024-02-15,24.9,11.3,36228.84,0.0,0,7.0,3.44,,100.7695183,2414.96,0.68,62.59,5.44,,18.1
2024-02-16,25.4,10.1,36313.14,0.0,0,6.6,3.55,,100.7695183,2414.96,0.68,62.59,5.44,,17.75
2024-02-17,25.4,10.3,36349.11,0.0,0,8.1,3.58,,100.7695183,2414.96,0.68,62.59,5.44,,17.85
2024-02-18,27.9,12.5,36000.0,0.0,0,7.7,3.65,,100.7695183,2414.96,0.68,62.59,5.44,,20.2
2024-02-19,27.0,14.9,36436.43,0.0,3,15.3,3.83,,100.7695183,2414.96,0.68,62.59,5.44,,20.95
2024-02-20,25.3,15.8,36502.73,0.0,100,10.0,2.75,,100.7695183,2414.96,0.68,62.59,5.44,,20.55
2024-02-21,25.1,14.7,36844.52,0.0,65,8.7,3.59,,100.7695183,2414.96,0.68,62.59,5.44,,19.9
2024-02-22,24.2,14.3,33202.66,0.3,0,8.4,3.7,,100.7695183,2414.96,0.68,62.59,5.44,,19.25
2024-02-23,23.5,11.1,36799.02,0.0,0,9.7,3.85,,100.7695183,2414.96,0.68,62.59,5.44,,17.3
2024-02-24,23.4,11.0,36834.59,0.0,0,5.8,3.23,,100.7695183,2414.96,0.68,62.59,5.44,,17.2
2024-02-25,24.5,10.6,36615.05,0.0,0,8.8,3.71,,100.7695183,2414.96,0.68,62.59,5.44,,17.55
2024-02-26,24.6,11.9,35554.28,0.0,0,6.1,3.1,,100.7695183,2414.96,0.68,62.59,5.44,,18.25
2024-02-27,22.0,13.3,22783.64,0.0,10,9.0,2.57,,100.7695183,2414.96,0.68,62.59,5.44,,17.65
2024-02-28,24.6,11.5,37756.8,0.0,0,11.4,3.92,,100.7695183,2414.96,0.68,62.59,5.44,,18.05
2024-02-29,26.3,12.5,37864.02,0.0,0,7.1,3.9,,100.7695183,2414.96,0.68,62.59,5.44,,19.4
2024-03-01,27.3,15.0,29985.36,0.0,84,11.1,3.19,,100.7695183,2414.96,0.68,62.59,5.44,,21.15
2024-03-02,23.5,18.2,14400.0,0.3,100,18.3,2.58,,100.7695183,2414.96,0.68,62.59,5.44,,20.85
2024-03-03,24.9,16.9,36845.91,0.0,100,13.1,3.38,,100.7695183,2414.96,0.68,62.59,5.44,,20.9
2024-03-04,23.7,12.9,38815.91,0.0,29,8.1,4.16,,100.7695183,2414.96,0.68,62.59,5.44,,18.3
2024-03-05,22.5,11.0,37622.72,0.0,0,10.3,4.13,,100.7695183,2414.96,0.68,62.59,5.44,,16.75
2024-03-06,21.2,10.2,35925.61,0.0,0,7.3,3.15,,100.7695183,2414.96,0.68,62.59,5.44,,15.7
2024-03-07,25.1,12.1,39524.78,0.0,0,9.1,4.09,,100.7695183,2414.96,0.68,62.59,5.44,,18.6
2024-03-08,25.8,12.7,39679.93,0.0,0,9.2,4.23,,100.7695183,2414.96,0.68,62.59,5.44,,19.25
2024-03-09,25.5,13.0,39785.05,0.0,0,11.0,4.42,,100.7695183,2414.96,0.68,62.59,5.44,,19.25
2024-03-10,26.8,12.4,28587.44,0.0,0,6.4,3.74,,100.7695183,2414.96,0.68,62.59,5.44,,19.6
2024-03-11,30.2,16.8,38182.02,0.0,0,6.5,4.4,,100.7695183,2414.96,0.68,62.59,5.44,,23.5
2024-03-12,29.6,16.6,38574.0,0.0,0,8.9,4.63,,100.7695183,2414.96,0.68,62.59,5.44,,23.1
2024-03-13,29.5,15.8,38066.48,0.0,0,8.2,3.92,,100.7695183,2414.96,0.68,62.59,5.44,,22.65
2024-03-14,29.3,17.1,39774.59,0.0,0,9.4,4.51,,100.7695183,2414.96,0.68,62.59,5.44,,23.200000000000003
2024-03-15,28.3,15.8,40407.82,0.0,0,11.8,4.95,,100.7695183,2414.96,0.68,62.59,5.44,,22.05
2024-03-16,28.2,14.5,40124.39,0.0,0,6.0,4.43,,100.7695183,2414.96,0.68,62.59,5.44,,21.35
2024-03-17,28.8,15.1,38704.95,0.0,0,7.2,4.31,,100.7695183,2414.96,0.68,62.59,5.44,,21.95
2024-03-18,29.1,15.0,40720.01,0.0,0,7.2,4.73,,100.7695183,2414.96,0.68,62.59,5.44,,22.05
2024-03-19,30.0,14.9,40824.39,0.0,0,10.2,4.88,,100.7695183,2414.96,0.68,62.59,5.44,,22.45
2024-03-20,31.6,15.1,40928.79,0.0,0,7.9,4.95,,100.7695183,2414.96,0.68,62.59,5.44,,23.35
2024-03-21,29.8,15.9,40195.39,0.0,0,12.3,4.31,,100.7695183,2414.96,0.68,62.59,5.44,,22.85
2024-03-22,32.5,17.7,41137.46,0.0,0,6.8,4.69,,100.7695183,2414.96,0.68,62.59,5.44,,25.1
2024-03-23,33.7,19.0,41241.59,0.0,0,11.8,5.41,,100.7695183,2414.96,0.68,62.59,5.44,,26.35
2024-03-24,27.5,20.2,21981.18,0.0,0,14.2,3.13,,100.7695183,2414.96,0.68,62.59,5.44,,23.85
2024-03-25,33.1,17.8,41449.09,0.0,0,13.0,5.25,,100.7695183,2414.96,0.68,62.59,5.44,,25.450000000000003
2024-03-26,33.8,18.6,38579.35,0.0,0,9.0,4.59,,100.7695183,2414.96,0.68,62.59,5.44,,26.2
2024-03-27,36.2,21.0,40294.99,0.0,0,13.6,5.08,,100.7695183,2414.96,0.68,62.59,5.44,,28.6
2024-03-28,36.9,22.5,35947.71,0.0,0,10.9,4.84,,100.7695183,2414.96,0.68,62.59,5.44,,29.7
2024-03-29,36.0,22.2,35581.6,0.0,77,7.4,4.97,,100.7695183,2414.96,0.68,62.59,5.44,,29.1
2024-03-30,34.1,21.8,41960.38,0.0,56,14.3,5.19,,100.7695183,2414.96,0.68,62.59,5.44,,27.950000000000003
2024-03-31,35.3,21.8,42060.83,0.0,0,13.6,5.97,,100.7695183,2414.96,0.68,62.59,5.44,,28.549999999999997
2024-04-01,30.9,19.8,42160.51,0.0,0,11.9,5.14,,100.7695183,2414.96,0.68,62.59,5.44,,25.35
2024-04-02,32.5,17.6,41092.37,0.0,0,12.2,5.52,,100.7695183,2414.96,0.68,62.59,5.44,,25.05
2024-04-03,35.4,20.3,42357.8,0.0,0,8.6,5.62,,100.7695183,2414.96,0.68,62.59,5.44,,27.85
2024-04-04,36.2,22.1,41077.66,0.0,0,10.2,6.13,,100.7695183,2414.96,0.68,62.59,5.44,,29.150000000000002
2024-04-05,35.6,21.8,23446.34,0.0,0,10.0,4.63,,100.7695183,2414.96,0.68,62.59,5.44,,28.700000000000003
2024-04-06,35.4,20.5,42538.79,0.0,0,11.5,6.09,,100.7695183,2414.96,0.68,62.59,5.44,,27.95
2024-04-07,34.4,21.0,42571.15,0.0,0,10.7,6.33,,100.7695183,2414.96,0.68,62.59,5.44,,27.7
2024-04-08,36.6,19.4,42603.48,0.0,0,12.9,6.29,,100.7695183,2414.96,0.68,62.59,5.44,,28.0
2024-04-09,37.8,20.7,42635.77,0.0,0,9.2,5.87,,100.7695183,2414.96,0.68,62.59,5.44,,29.25
2024-04-10,38.0,18.8,42668.04,0.0,0,8.6,5.89,,100.7695183,2414.96,0.68,62.59,5.44,,28.4
2024-04-11,37.1,21.2,42700.32,0.0,0,7.4,5.66,,100.7695183,2414.96,0.68,62.59,5.44,,29.15
2024-04-12,37.6,21.4,42732.59,0.0,0,6.8,5.52,,100.7695183,2414.96,0.68,62.59,5.44,,29.5
2024-04-13,37.1,24.1,34816.94,0.0,0,11.4,5.76,,100.7695183,2414.96,0.68,62.59,5.44,,30.6
2024-04-14,32.4,22.2,23705.02,0.0,3,9.7,4.19,,100.7695183,2414.96,0.68,62.59,5.44,,27.299999999999997
2024-04-15,33.0,23.7,11739.69,0.0,32,6.8,3.39,,100.7695183,2414.96,0.68,62.59,5.44,,28.35
2024-04-16,35.0,24.4,35720.32,0.0,4,15.6,6.39,,100.7695183,2414.96,0.68,62.59,5.44,,29.7
2024-04-17,35.8,21.9,42971.04,0.0,0,17.5,7.82,,100.7695183,2414.96,0.68,62.59,5.44,,28.849999999999998
2024-04-18,38.3,24.0,42927.09,0.0,0,11.4,7.25,,100.7695183,2414.96,0.68,62.59,5.44,,31.15
2024-04-19,37.6,26.0,42812.21,0.0,3,14.0,6.4,,100.7695183,2414.96,0.68,62.59,5.44,,31.8
2024-04-20,37.0,23.2,43214.2,0.0,0,10.2,6.66,,100.7695183,2414.96,0.68,62.59,5.44,,30.1
2024-04-21,36.7,24.6,43081.61,0.0,6,11.2,6.48,,100.7695183,2414.96,0.68,62.59,5.44,,30.650000000000002
2024-04-22,36.4,24.2,43193.82,0.0,61,10.5,6.49,,100.7695183,2414.96,0.68,62.59,5.44,,30.299999999999997
2024-04-23,35.6,24.3,43311.43,0.0,77,10.8,5.94,,100.7695183,2414.96,0.68,62.59,5.44,,29.950000000000003
2024-04-24,37.6,21.3,43525.59,0.0,0,11.4,6.39,,100.7695183,2414.96,0.68,62.59,5.44,,29.450000000000003
2024-04-25,39.4,23.5,43561.64,0.0,0,13.3,7.04,,100.7695183,2414.96,0.68,62.59,5.44,,31.45
2024-04-26,40.0,24.6,40622.79,0.0,0,9.4,5.83,,100.7695183,2414.96,0.68,62.59,5.44,,32.3
2024-04-27,38.4,24.1,43200.0,0.0,16,11.2,6.35,,100.7695183,2414.96,0.68,62.59,5.44,,31.25
2024-04-28,37.8,24.1,38385.18,0.0,0,9.4,5.43,,100.7695183,2414.96,0.68,62.59,5.44,,30.95
2024-04-29,37.1,24.9,41200.43,0.0,0,11.2,5.33,,100.7695183,2414.96,0.68,62.59,5.44,,31.0
2024-04-30,37.0,21.9,43817.7,0.0,0,11.4,7.24,,100.7695183,2414.96,0.68,62.59,5.44,,29.45
2024-05-01,34.0,20.8,44252.95,0.0,0,13.7,7.52,,100.7695183,2414.96,0.68,62.59,5.44,,27.4
2024-05-02,36.2,20.3,44483.62,0.0,0,10.8,7.08,,100.7695183,2414.96,0.68,62.59,5.44,,28.25
2024-05-03,38.8,22.5,39576.82,0.0,0,12.4,7.07,,100.7695183,2414.96,0.68,62.59,5.44,,30.65
2024-05-04,41.3,25.9,36000.0,0.0,0,8.9,6.37,,100.7695183,2414.96,0.68,62.59,5.44,,33.599999999999994
2024-05-05,41.4,26.8,43200.0,0.0,0,10.2,6.93,,100.7695183,2414.96,0.68,62.59,5.44,,34.1
2024-05-06,41.2,26.2,44649.52,0.0,0,10.5,7.34,,100.7695183,2414.96,0.68,62.59,5.44,,33.7
2024-05-07,41.6,26.3,43708.78,0.0,0,9.4,6.48,,100.7695183,2414.96,0.68,62.59,5.44,,33.95
2024-05-08,39.6,26.3,44310.16,0.0,0,12.2,6.91,,100.7695183,2414.96,0.68,62.59,5.44,,32.95
2024-05-09,38.5,26.0,44193.61,0.0,0,14.7,6.88,,100.7695183,2414.96,0.68,62.59,5.44,,32.25
2024-05-10,39.3,27.0,43455.92,0.0,0,14.8,6.99,,100.7695183,2414.96,0.68,62.59,5.44,,33.15
2024-05-11,38.0,25.6,44450.34,0.0,48,17.6,6.63,,100.7695183,2414.96,0.68,62.59,5.44,,31.8
2024-05-12,38.0,26.6,42693.82,0.0,16,6.1,5.93,,100.7695183,2414.96,0.68,62.59,5.44,,32.3
2024-05-13,39.4,28.6,43823.61,0.0,10,11.2,6.24,,100.7695183,2414.96,0.68,62.59,5.44,,34.0
2024-05-14,41.2,25.9,45299.79,0.0,0,11.5,7.3,,100.7695183,2414.96,0.68,62.59,5.44,,33.55
2024-05-15,41.9,26.7,45331.84,0.0,0,9.0,7.11,,100.7695183,2414.96,0.68,62.59,5.44,,34.3
2024-05-16,42.9,26.3,44473.96,0.0,0,10.3,7.36,,100.7695183,2414.96,0.68,62.59,5.44,,34.6
2024-05-17,45.0,30.3,43290.75,0.0,0,10.5,6.93,,100.7695183,2414.96,0.68,62.59,5.44,,37.65
2024-05-18,44.9,30.3,45420.98,0.0,3,12.5,7.63,,100.7695183,2414.96,0.68,62.59,5.44,,37.6
2024-05-19,44.7,29.4,45448.32,0.0,2,13.5,7.66,,100.7695183,2414.96,0.68,62.59,5.44,,37.05
2024-05-20,44.3,30.5,45430.6,0.0,0,12.0,7.48,,100.7695183,2414.96,0.68,62.59,5.44,,37.4
2024-05-21,43.0,29.4,43948.21,0.0,0,9.4,7.1,,100.7695183,2414.96,0.68,62.59,5.44,,36.2
2024-05-22,42.5,30.1,45311.41,0.0,0,13.9,7.43,,100.7695183,2414.96,0.68,62.59,5.44,,36.3
2024-05-23,41.4,30.4,45455.69,0.0,0,14.3,8.14,,100.7695183,2414.96,0.68,62.59,5.44,,35.9
2024-05-24,41.5,30.4,45567.09,0.0,0,12.3,7.28,,100.7695183,2414.96,0.68,62.59,5.44,,35.95
2024-05-25,43.4,31.1,45587.2,0.0,0,12.8,7.49,,100.7695183,2414.96,0.68,62.59,5.44,,37.25
2024-05-26,45.4,29.8,45606.09,0.0,0,9.9,7.67,,100.7695183,2414.96,0.68,62.59,5.44,,37.6
2024-05-27,45.5,29.2,45622.69,0.0,0,10.7,7.78,,100.7695183,2414.96,0.68,62.59,5.44,,37.35
2024-05-28,46.4,30.4,45640.17,0.0,0,10.0,7.64,,100.7695183,2414.96,0.68,62.59,5.44,,38.4
2024-05-29,47.0,31.4,39467.3,0.0,0,11.0,6.89,,100.7695183,2414.96,0.68,62.59,5.44,,39.2
2024-05-30,46.1,30.6,45075.05,0.0,0,10.9,7.88,,100.7695183,2414.96,0.68,62.59,5.44,,38.35
2024-05-31,45.8,29.5,43802.27,0.0,0,10.8,7.53,,100.7695183,2414.96,0.68,62.59,5.44,,37.65
2024-06-01,44.9,29.5,34668.49,0.0,0,14.3,6.16,,100.7695183,2414.96,0.68,62.59,5.44,,37.2
2024-06-02,42.9,29.3,41302.94,0.0,3,9.1,7.11,,100.7695183,2414.96,0.68,62.59,5.44,,36.1
2024-06-03,44.1,31.6,45229.54,0.0,0,13.4,7.91,,100.7695183,2414.96,0.68,62.59,5.44,,37.85
2024-06-04,43.9,30.1,45718.5,0.0,32,10.3,7.35,,100.7695183,2414.96,0.68,62.59,5.44,,37.0
